organisation,latitude,longitude,pcds,oslaua,IPSO,NPO,Project Grant,funding_geo_code,funding_geo_name,company_number,accounts_category,sic_code,uri,registered_charity_number,charity_contact_web,funded,company_match,charity_match
NORTH EAST MUSIC CO-OPERATIVE LIMITED,55.023848,-1.620913,NE3 2DT,E08000021,False,False,False,,,03079979,TOTAL EXEMPTION FULL,"[""85520 - Cultural education"", ""85590 - Other education n.e.c.""]",http://business.data.gov.uk/id/company/03079979,,,False,True,False
NORTH EAST PUBLISHING LIMITED,54.987308,-1.581876,NE6 5QB,E08000021,False,False,False,,,05512843,MICRO ENTITY,"[""58190 - Other publishing activities""]",http://business.data.gov.uk/id/company/05512843,,,False,True,False
NORTH EAST SIKH SERVICE C.I.C.,54.975232,-1.552162,NE6 3AB,E08000021,False,False,False,,,12423676,TOTAL EXEMPTION FULL,"[""85520 - Cultural education"", ""94910 - Activities of religious organizations""]",http://business.data.gov.uk/id/company/12423676,,,False,True,False
NORTH EAST WILDS CIC,55.004245,-1.603571,NE3 1QL,E08000021,False,False,False,,,11559289,TOTAL EXEMPTION FULL,"[""85520 - Cultural education"", ""88990 - Other social work activities without accommodation n.e.c."", ""96040 - Physical well-being activities""]",http://business.data.gov.uk/id/company/11559289,,,False,True,False
NORTH NEWS & PICTURES LIMITED,54.96625,-1.573782,NE6 1TZ,E08000021,False,False,False,,,03263624,UNAUDITED ABRIDGED,"[""59112 - Video production activities"", ""63910 - News agency activities""]",http://business.data.gov.uk/id/company/03263624,,,False,True,False
NORTH STAR CO-DESIGN CIC,54.982994,-1.631907,NE2 4LR,E08000021,False,False,False,,,14519925,NO ACCOUNTS FILED,"[""85520 - Cultural education"", ""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/14519925,,,False,True,False
NORTHERN CULTURAL PROJECTS (NCP) COMMUNITY INTEREST COMPANY,54.974845,-1.577069,NE6 1EG,E08000021,False,False,False,,,06532913,TOTAL EXEMPTION FULL,"[""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/06532913,,,False,True,False
NORTHERN GOOSE LIMITED,54.976634,-1.60745,NE1 8ST,E08000021,False,False,False,,,12348763,MICRO ENTITY,"[""59112 - Video production activities"", ""74209 - Photographic activities not elsewhere classified""]",http://business.data.gov.uk/id/company/12348763,,,False,True,False
NORTHERN PRINT STUDIO LIMITED,54.974867,-1.594657,NE1 2NP,E08000021,False,False,False,,,02899117,TOTAL EXEMPTION FULL,"[""18129 - Printing n.e.c."", ""90040 - Operation of arts facilities""]",http://business.data.gov.uk/id/company/02899117,,,False,True,False
NORTHERN ROOTS,54.972398,-1.611337,NE1 6BX,E08000021,False,False,False,,,03539586,TOTAL EXEMPTION FULL,"[""90040 - Operation of arts facilities""]",http://business.data.gov.uk/id/company/03539586,,,False,True,False
NORTHERN STAGE ENTERPRISES LIMITED,54.979335,-1.614082,NE1 7RH,E08000021,False,False,False,,,09261522,TOTAL EXEMPTION FULL,"[""90020 - Support activities to performing arts""]",http://business.data.gov.uk/id/company/09261522,,,False,True,False
NORTHSTAR AUDIO VISUAL LIMITED,55.02717,-1.628703,NE3 5TS,E08000021,False,False,False,,,09388956,MICRO ENTITY,"[""90020 - Support activities to performing arts"", ""98200 - Undifferentiated service-producing activities of private households for own use""]",http://business.data.gov.uk/id/company/09388956,,,False,True,False
NORTHUMBERLAND ORCHESTRA CONCERT PRODUCTIONS LTD,54.992468,-1.601328,NE2 2PL,E08000021,False,False,False,,,11031846,MICRO ENTITY,"[""90010 - Performing arts""]",http://business.data.gov.uk/id/company/11031846,,,False,True,False
NORTHUMBRIA STUDENTS' UNION,54.979822,-1.608828,NE1 8SB,E08000021,False,False,False,,,10807853,FULL,"[""56302 - Public houses and bars"", ""90010 - Performing arts"", ""94990 - Activities of other membership organizations n.e.c.""]",http://business.data.gov.uk/id/company/10807853,,,False,True,False
NOSTALGIA STEEL BAND AND CARNIVAL CLUB LIMITED,55.006555,-1.649734,NE3 3AT,E08000021,False,False,False,,,03816660,MICRO ENTITY,"[""85520 - Cultural education"", ""90010 - Performing arts""]",http://business.data.gov.uk/id/company/03816660,,,False,True,False
NOVAK,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
NRTHRN BABY RECORDS LTD,54.965713,-1.617943,NE1 3AJ,E08000021,False,False,False,,,12847858,MICRO ENTITY,"[""59200 - Sound recording and music publishing activities"", ""90020 - Support activities to performing arts""]",http://business.data.gov.uk/id/company/12847858,,,False,True,False
Neighbourhood Watch Stilts international,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
New Writing North,54.976762,-1.6074983,NE1 8ST,E08000021,False,True,True,E08000021,Newcastle upon Tyne,03166037,TOTAL EXEMPTION FULL,"[""90020 - Support activities to performing arts""]",http://business.data.gov.uk/id/company/03166037,,,True,True,False
Newcastle Asian Arts and Music,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Newcastle Centre for the Literary Arts,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Newcastle City Council Culture,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Newcastle Libraries,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Nexus,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Nick Kennedy,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Nina Scott,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
North East Theatre Trust Ltd,54.969526,-1.6040542,NE1 3DQ,E08000021,False,True,False,E08000021,Newcastle upon Tyne,01697756,GROUP,"[""90030 - Artistic creation"", ""90040 - Operation of arts facilities""]",http://business.data.gov.uk/id/company/01697756,,,True,True,False
Northern Print,54.974976,-1.5944396,,,False,True,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Northern Stage (Theatrical Productions) Ltd,54.979354,-1.6141446,NE1 7RH,E08000021,False,True,False,E08000021,Newcastle upon Tyne,02187213,FULL,"[""90010 - Performing arts"", ""90040 - Operation of arts facilities""]",http://business.data.gov.uk/id/company/02187213,,,True,True,False
Northumbria Architecture Society,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Northumbria University,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Notion Music Recordings Ltd,54.976623,-1.609638,NE1 8JG,E08000021,False,False,True,E08000021,Newcastle upon Tyne,13306721,MICRO ENTITY,"[""18201 - Reproduction of sound recording""]",http://business.data.gov.uk/id/company/13306721,,,True,True,False
OBODO LTD,54.976737,-1.686097,NE15 6TT,E08000021,False,False,False,,,15387156,NO ACCOUNTS FILED,"[""18201 - Reproduction of sound recording"", ""18202 - Reproduction of video recording"", ""59200 - Sound recording and music publishing activities"", ""74203 - Film processing""]",http://business.data.gov.uk/id/company/15387156,,,False,True,False
OCTOBER ENDS LTD,54.986393,-1.571978,NE6 5DR,E08000021,False,False,False,,,13799585,MICRO ENTITY,"[""90010 - Performing arts""]",http://business.data.gov.uk/id/company/13799585,,,False,True,False
OJEMBA ENTERTAINMENT LIMITED,54.968366,-1.612141,NE1 3NG,E08000021,False,False,False,,,15438365,NO ACCOUNTS FILED,"[""90020 - Support activities to performing arts"", ""93290 - Other amusement and recreation activities n.e.c.""]",http://business.data.gov.uk/id/company/15438365,,,False,True,False
ORBITAL FX LTD,54.971956,-1.589578,NE1 2DF,E08000021,False,False,False,,,15558624,NO ACCOUNTS FILED,"[""59111 - Motion picture production activities"", ""71121 - Engineering design activities for industrial process and production"", ""74100 - specialised design activities""]",http://business.data.gov.uk/id/company/15558624,,,False,True,False
ORIGAMI AGENCY LTD.,54.974639,-1.601207,NE1 2SW,E08000021,False,False,False,,,12278671,MICRO ENTITY,"[""59112 - Video production activities"", ""59120 - Motion picture, video and television programme post-production activities"", ""73110 - Advertising agencies"", ""74202 - Other specialist photography""]",http://business.data.gov.uk/id/company/12278671,,,False,True,False
ORIGINAL GALLERY LTD,54.988895,-1.545899,NE6 4SR,E08000021,False,False,False,,,11802520,NO ACCOUNTS FILED,"[""90030 - Artistic creation"", ""96020 - Hairdressing and other beauty treatment""]",http://business.data.gov.uk/id/company/11802520,,,False,True,False
OSIRIS PRESS LIMITED,54.996259,-1.75355,NE15 9EN,E08000021,False,False,False,,,15865633,NO ACCOUNTS FILED,"[""58110 - Book publishing""]",http://business.data.gov.uk/id/company/15865633,,,False,True,False
OVERLAY COUTURE LIMITED,54.972807,-1.633047,NE4 6NQ,E08000021,False,False,False,,,11446782,MICRO ENTITY,"[""32120 - Manufacture of jewellery and related articles"", ""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/11446782,,,False,True,False
OWEN HOPKINS LTD,54.98137,-1.585094,NE6 5AJ,E08000021,False,False,False,,,13393894,MICRO ENTITY,"[""58190 - Other publishing activities""]",http://business.data.gov.uk/id/company/13393894,,,False,True,False
Oliver Doe,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Olivia Hunt,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Open Clasp Theatre Company,54.968407,-1.6400382,NE4 6SQ,E08000021,False,True,True,E08000021,Newcastle upon Tyne,05137687,TOTAL EXEMPTION FULL,"[""90010 - Performing arts""]",http://business.data.gov.uk/id/company/05137687,,,True,True,False
PALLADIO EDUCATION LTD,54.987598,-1.580123,NE6 5LB,E08000021,False,False,False,,,12707871,MICRO ENTITY,"[""85520 - Cultural education"", ""85600 - Educational support services""]",http://business.data.gov.uk/id/company/12707871,,,False,True,False
PANTHEON MACROECONOMICS LTD.,54.970488,-1.609809,NE1 1PG,E08000021,False,False,False,,,07076751,TOTAL EXEMPTION FULL,"[""58190 - Other publishing activities""]",http://business.data.gov.uk/id/company/07076751,,,False,True,False
PEEP LTD,54.996192,-1.570686,NE7 7LN,E08000021,False,False,False,,,09133336,MICRO ENTITY,"[""59112 - Video production activities"", ""73120 - Media representation services"", ""74202 - Other specialist photography"", ""74209 - Photographic activities not elsewhere classified""]",http://business.data.gov.uk/id/company/09133336,,,False,True,False
PENNELL-TUTILL PERFORMING ARTS LTD,55.008496,-1.620588,NE3 1HN,E08000021,False,False,False,,,15695459,NO ACCOUNTS FILED,"[""90010 - Performing arts""]",http://business.data.gov.uk/id/company/15695459,,,False,True,False
PEOPLE'S THEATRE ARTS GROUP LIMITED,54.990445,-1.584953,NE6 5QF,E08000021,False,False,False,,,00242886,FULL,"[""90010 - Performing arts"", ""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/00242886,,,False,True,False
PIGMENT PRESS LTD,54.970149,-1.581302,NE6 2HL,E08000021,False,False,False,,,15730611,NO ACCOUNTS FILED,"[""90040 - Operation of arts facilities""]",http://business.data.gov.uk/id/company/15730611,,,False,True,False
PINBALL FILMS LIMITED,54.971291,-1.619905,NE1 4XF,E08000021,False,False,False,,,03739500,MICRO ENTITY,"[""59111 - Motion picture production activities""]",http://business.data.gov.uk/id/company/03739500,,,False,True,False
PING PONG TALES LIMITED,54.981331,-1.683577,NE15 7AQ,E08000021,False,False,False,,,12606051,MICRO ENTITY,"[""58190 - Other publishing activities""]",http://business.data.gov.uk/id/company/12606051,,,False,True,False
PLOXEL LIMITED,54.971956,-1.589578,NE1 2DF,E08000021,False,False,False,,,11415771,MICRO ENTITY,"[""90020 - Support activities to performing arts""]",http://business.data.gov.uk/id/company/11415771,,,False,True,False
PORTFOLIO NORTH (NEWCASTLE) LIMITED,54.97335,-1.611825,NE1 6JQ,E08000021,False,False,False,,,13837749,TOTAL EXEMPTION FULL,"[""58190 - Other publishing activities""]",http://business.data.gov.uk/id/company/13837749,,,False,True,False
PR MARKETING SOLUTIONS LIMITED,54.967727,-1.624078,NE1 3PZ,E08000021,False,False,False,,,11485631,TOTAL EXEMPTION FULL,"[""90010 - Performing arts"", ""90030 - Artistic creation"", ""93120 - Activities of sport clubs""]",http://business.data.gov.uk/id/company/11485631,,,False,True,False
PREFAB 77 LIMITED,55.008697,-1.615161,NE3 1UL,E08000021,False,False,False,,,07559525,MICRO ENTITY,"[""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/07559525,,,False,True,False
PREMIUM EDUCATIONAL CONSULTING LTD,54.981406,-1.716704,NE15 8BB,E08000021,False,False,False,,,15515738,NO ACCOUNTS FILED,"[""58110 - Book publishing"", ""74300 - Translation and interpretation activities"", ""74909 - Other professional, scientific and technical activities n.e.c."", ""85600 - Educational support services""]",http://business.data.gov.uk/id/company/15515738,,,False,True,False
PRODCOMPANY SERVICES LTD,54.970488,-1.609809,NE1 1PG,E08000021,False,False,False,,,10813276,MICRO ENTITY,"[""59112 - Video production activities""]",http://business.data.gov.uk/id/company/10813276,,,False,True,False
PROG ON THE TYNE LIMITED,54.990131,-1.601023,NE2 2PQ,E08000021,False,False,False,,,15918124,NO ACCOUNTS FILED,"[""90020 - Support activities to performing arts""]",http://business.data.gov.uk/id/company/15918124,,,False,True,False
PROSVITALEO LTD,54.988014,-1.575617,NE6 5LW,E08000021,False,False,False,,,12336455,MICRO ENTITY,"[""85520 - Cultural education"", ""85590 - Other education n.e.c."", ""94120 - Activities of professional membership organizations""]",http://business.data.gov.uk/id/company/12336455,,,False,True,False
PSSCARNATION LTD,54.985612,-1.578032,NE6 5XJ,E08000021,False,False,False,,,15460899,NO ACCOUNTS FILED,"[""90010 - Performing arts"", ""90020 - Support activities to performing arts""]",http://business.data.gov.uk/id/company/15460899,,,False,True,False
PUPPETSHIP COMMUNITY INTEREST COMPANY,54.974814,-1.592361,NE1 2PQ,E08000021,False,False,False,,,05686370,TOTAL EXEMPTION FULL,"[""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/05686370,,,False,True,False
Patrick Ngabonziza,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Paul Miller,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Paul Turner,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Payal Ramchandani,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Pelican Theatre,54.970186,-1.622246,NE1 4BR,E08000021,False,False,True,E08000021,Newcastle upon Tyne,13308820,MICRO ENTITY,"[""90010 - Performing arts"", ""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/13308820,,,True,True,False
Petra Szeman,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Playing Up Theatre Company,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Polestar Studios,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
QBICART LTD,54.980275,-1.58298,NE6 5NQ,E08000021,False,False,False,,,15208776,TOTAL EXEMPTION FULL,"[""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/15208776,,,False,True,False
QUAYSIDE PRODUCTIONS LTD,55.010151,-1.677379,NE3 2FD,E08000021,False,False,False,,,11764041,UNAUDITED ABRIDGED,"[""78101 - Motion picture, television and other theatrical casting activities""]",http://business.data.gov.uk/id/company/11764041,,,False,True,False
QUINN MASSEY PRODUCTIONS LIMITED,55.006962,-1.612066,NE3 1AR,E08000021,False,False,False,,,14687118,NO ACCOUNTS FILED,"[""59111 - Motion picture production activities""]",http://business.data.gov.uk/id/company/14687118,,,False,True,False
RAY WRITING LTD,54.988229,-1.608229,NE2 3AH,E08000021,False,False,False,,,10008293,MICRO ENTITY,"[""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/10008293,,,False,True,False
RD AGENCY LTD,55.008162,-1.622124,NE3 1DL,E08000021,False,False,False,,,09948619,MICRO ENTITY,"[""90020 - Support activities to performing arts""]",http://business.data.gov.uk/id/company/09948619,,,False,True,False
RED OLIVE ART LIMITED,54.974814,-1.592361,NE1 2PQ,E08000021,False,False,False,,,07489456,MICRO ENTITY,"[""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/07489456,,,False,True,False
REDBRAND MDH LIMITED,55.000156,-1.707442,NE5 1SQ,E08000021,False,False,False,,,05078110,MICRO ENTITY,"[""59112 - Video production activities""]",http://business.data.gov.uk/id/company/05078110,,,False,True,False
ROBIN REZA LTD,55.02035,-1.66319,NE3 2XH,E08000021,False,False,False,,,12645168,MICRO ENTITY,"[""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/12645168,,,False,True,False
ROMA ACCESS NEWCASTLE UPON TYNE ASSOCIATION C.I.C.,54.974191,-1.677636,NE15 6UN,E08000021,False,False,False,,,11699887,TOTAL EXEMPTION FULL,"[""85510 - Sports and recreation education"", ""85520 - Cultural education"", ""85590 - Other education n.e.c."", ""88990 - Other social work activities without accommodation n.e.c.""]",http://business.data.gov.uk/id/company/11699887,,,False,True,False
ROMA RIGHT PATH PROJECT CIC,54.965879,-1.636934,NE4 7RW,E08000021,False,False,False,,,13267342,TOTAL EXEMPTION FULL,"[""85520 - Cultural education""]",http://business.data.gov.uk/id/company/13267342,,,False,True,False
ROMA/GYPSY HOLOCAUST MEMORIAL CENTRE - NEWCASTLE UPON TYNE C.I.C.,54.987495,-1.686047,NE5 2UU,E08000021,False,False,False,,,15348328,NO ACCOUNTS FILED,"[""85510 - Sports and recreation education"", ""85520 - Cultural education"", ""88990 - Other social work activities without accommodation n.e.c."", ""93290 - Other amusement and recreation activities n.e.c.""]",http://business.data.gov.uk/id/company/15348328,,,False,True,False
RORY KAUFHOLD LIMITED,54.989607,-1.578992,NE6 5QR,E08000021,False,False,False,,,11772522,MICRO ENTITY,"[""59112 - Video production activities""]",http://business.data.gov.uk/id/company/11772522,,,False,True,False
ROUND SUN LIMITED,54.99543,-1.743489,NE15 9RX,E08000021,False,False,False,,,05105951,TOTAL EXEMPTION FULL,"[""58190 - Other publishing activities""]",http://business.data.gov.uk/id/company/05105951,,,False,True,False
ROWAN MEDIA GROUP LIMITED,54.968366,-1.612141,NE1 3NG,E08000021,False,False,False,,,12671789,MICRO ENTITY,"[""58110 - Book publishing"", ""58142 - Publishing of  consumer and business journals and periodicals"", ""62011 - Ready-made interactive leisure and entertainment software development"", ""73110 - Advertising agencies""]",http://business.data.gov.uk/id/company/12671789,,,False,True,False
Rebecca Glendenning-Laycock,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Rene McBrearty,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Rhianne Bowes,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Richard Bliss,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Richard Boggie,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Rosa Postlethwaite,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Rosa Stourac McCreery,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Rowan McCabe,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
S D WALLACE LOCAL CREW LIMITED,54.996192,-1.570686,NE7 7LN,E08000021,False,False,False,,,06669942,MICRO ENTITY,"[""90020 - Support activities to performing arts""]",http://business.data.gov.uk/id/company/06669942,,,False,True,False
SA PERFORMING ARTS CENTRE LIMITED,54.977175,-1.5752,NE6 1ED,E08000021,False,False,False,,,06519709,MICRO ENTITY,"[""85320 - Technical and vocational secondary education"", ""85520 - Cultural education"", ""90010 - Performing arts"", ""90040 - Operation of arts facilities""]",http://business.data.gov.uk/id/company/06519709,,,False,True,False
SEVEN STORIES TRADING LIMITED,54.974814,-1.592361,NE1 2PQ,E08000021,False,False,False,,,04177830,SMALL,"[""91020 - Museums activities""]",http://business.data.gov.uk/id/company/04177830,,,False,True,False
SEVENTHREE PRODUCTIONS LIMITED,54.970792,-1.606447,NE1 2EQ,E08000021,False,False,False,,,10124805,MICRO ENTITY,"[""59112 - Video production activities""]",http://business.data.gov.uk/id/company/10124805,,,False,True,False
SFN EVENTS LTD,54.976097,-1.597019,NE2 1AN,E08000021,False,False,False,,,13584268,MICRO ENTITY,"[""90020 - Support activities to performing arts""]",http://business.data.gov.uk/id/company/13584268,,,False,True,False
SHACKVILLE LTD,54.971291,-1.619905,NE1 4XF,E08000021,False,False,False,,,12090291,MICRO ENTITY,"[""59111 - Motion picture production activities""]",http://business.data.gov.uk/id/company/12090291,,,False,True,False
SHAKIRUL ALAM PICTURES LIMITED,54.99115,-1.580679,NE6 5RB,E08000021,False,False,False,,,08166020,TOTAL EXEMPTION FULL,"[""59111 - Motion picture production activities""]",http://business.data.gov.uk/id/company/08166020,,,False,True,False
SHS EVENT CONSULTANCY LTD,54.976097,-1.597019,NE2 1AN,E08000021,False,False,False,,,13735341,MICRO ENTITY,"[""90020 - Support activities to performing arts""]",http://business.data.gov.uk/id/company/13735341,,,False,True,False
SHUDDER FILMS LIMITED,54.96677,-1.621965,NE1 4BB,E08000021,False,False,False,,,06785295,MICRO ENTITY,"[""59111 - Motion picture production activities""]",http://business.data.gov.uk/id/company/06785295,,,False,True,False
SHY BAIRNS COLLECTIVE LTD.,54.97651,-1.596189,NE2 1AP,E08000021,False,False,False,,,13779204,UNAUDITED ABRIDGED,"[""90010 - Performing arts""]",http://business.data.gov.uk/id/company/13779204,,,False,True,False
SINGHPHARM LTD,54.985007,-1.653188,NE4 9UE,E08000021,False,False,False,,,13665806,MICRO ENTITY,"[""84120 - Regulation of health care, education, cultural and other social services, not incl. social security""]",http://business.data.gov.uk/id/company/13665806,,,False,True,False
SISTER SOUNDS LTD,54.976737,-1.686097,NE15 6TT,E08000021,False,False,False,,,13951415,MICRO ENTITY,"[""59200 - Sound recording and music publishing activities"", ""60100 - Radio broadcasting"", ""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/13951415,,,False,True,False
SJJG LTD,55.011201,-1.623642,NE3 3PF,E08000021,False,False,False,,,15874953,NO ACCOUNTS FILED,"[""58110 - Book publishing"", ""90010 - Performing arts""]",http://business.data.gov.uk/id/company/15874953,,,False,True,False
SLUGTOWN CIC,54.976998,-1.600666,NE2 1XU,E08000021,False,False,False,,,12206765,TOTAL EXEMPTION FULL,"[""90040 - Operation of arts facilities""]",http://business.data.gov.uk/id/company/12206765,,,False,True,False
SNCG ECOSCAPES LTD,55.007773,-1.687952,NE5 4HR,E08000021,False,False,False,,,08456355,TOTAL EXEMPTION FULL,"[""01300 - Plant propagation"", ""02100 - Silviculture and other forestry activities"", ""85520 - Cultural education""]",http://business.data.gov.uk/id/company/08456355,,,False,True,False
SO-CINEMATIC LTD,55.003845,-1.648038,NE3 4LD,E08000021,False,False,False,,,15161960,NO ACCOUNTS FILED,"[""59111 - Motion picture production activities"", ""59112 - Video production activities"", ""59113 - Television programme production activities"", ""59120 - Motion picture, video and television programme post-production activities""]",http://business.data.gov.uk/id/company/15161960,,,False,True,False
SOLIDARITY FARM CIC,55.000072,-1.57771,NE7 7PR,E08000021,False,False,False,,,14547069,TOTAL EXEMPTION FULL,"[""85520 - Cultural education"", ""85590 - Other education n.e.c."", ""96040 - Physical well-being activities""]",http://business.data.gov.uk/id/company/14547069,,,False,True,False
SOME GIRLS COMPANY LTD,54.976312,-1.633046,NE4 5EU,E08000021,False,False,False,,,15215592,NO ACCOUNTS FILED,"[""90020 - Support activities to performing arts"", ""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/15215592,,,False,True,False
SOUNDPROOF AUDIO LTD,55.039632,-1.626098,NE13 6PN,E08000021,False,False,False,,,15286451,NO ACCOUNTS FILED,"[""18201 - Reproduction of sound recording""]",http://business.data.gov.uk/id/company/15286451,,,False,True,False
SOUNDTRACKS LTD,54.961211,-1.644612,NE4 7YL,E08000021,False,False,False,,,12421092,UNAUDITED ABRIDGED,"[""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/12421092,,,False,True,False
SPACE OUSEBURN LTD,54.974253,-1.591008,NE6 1LH,E08000021,False,False,False,,,15161146,NO ACCOUNTS FILED,"[""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/15161146,,,False,True,False
SPIRITI LTD,55.015954,-1.622645,NE3 2HN,E08000021,False,False,False,,,06680533,MICRO ENTITY,"[""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/06680533,,,False,True,False
STAGE2STAGE PRODUCTIONS LIMITED,54.996453,-1.662015,NE5 3ER,E08000021,False,False,False,,,12786235,MICRO ENTITY,"[""90010 - Performing arts""]",http://business.data.gov.uk/id/company/12786235,,,False,True,False
STARLIGHT PRINT LTD,54.970149,-1.581302,NE6 2HL,E08000021,False,False,False,,,15250108,NO ACCOUNTS FILED,"[""18129 - Printing n.e.c."", ""58190 - Other publishing activities""]",http://business.data.gov.uk/id/company/15250108,,,False,True,False
STEELBAND MUSIC LTD,55.006555,-1.649734,NE3 3AT,E08000021,False,False,False,,,08273076,MICRO ENTITY,"[""85200 - Primary education"", ""90020 - Support activities to performing arts""]",http://business.data.gov.uk/id/company/08273076,,,False,True,False
STEVEN DUNN 44 LTD,55.001111,-1.617672,NE3 1NR,E08000021,False,False,False,,,14319784,MICRO ENTITY,"[""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/14319784,,,False,True,False
STUDIO LP CREATIVE LIMITED,54.996511,-1.627297,NE3 4YB,E08000021,False,False,False,,,10944820,MICRO ENTITY,"[""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/10944820,,,False,True,False
SUMMERHILL TRUST LTD,54.970647,-1.628802,NE4 6EH,E08000021,False,False,False,,,07476591,TOTAL EXEMPTION FULL,"[""88990 - Other social work activities without accommodation n.e.c."", ""90040 - Operation of arts facilities"", ""93110 - Operation of sports facilities""]",http://business.data.gov.uk/id/company/07476591,,,False,True,False
SUNSET STUDIOS LIMITED,55.010031,-1.622138,NE3 3LS,E08000021,False,False,False,,,12301884,MICRO ENTITY,"[""90040 - Operation of arts facilities""]",http://business.data.gov.uk/id/company/12301884,,,False,True,False
SUZIE WINSOR LIMITED,55.009793,-1.623594,NE3 1DP,E08000021,False,False,False,,,09738635,MICRO ENTITY,"[""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/09738635,,,False,True,False
SWEET SERENITY LIMITED,54.975155,-1.671848,NE15 6LF,E08000021,False,False,False,,,11490584,TOTAL EXEMPTION FULL,"[""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/11490584,,,False,True,False
Sabina Sallis,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Samantha Neale,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Sarah Li,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Sebastian Trend,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
"Seven Stories, The National Centre for Children's Books",54.974924,-1.5923623,NE1 2PQ,E08000021,False,True,False,E08000021,Newcastle upon Tyne,03209411,GROUP,"[""85520 - Cultural education"", ""91012 - Archives activities"", ""91020 - Museums activities""]",http://business.data.gov.uk/id/company/03209411,,,True,True,False
Simon West,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Sister Shack,54.976737,-1.686097,NE15 6TT,E08000021,False,False,True,E08000021,Newcastle upon Tyne,12282082,MICRO ENTITY,"[""70210 - Public relations and communications activities"", ""90020 - Support activities to performing arts"", ""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/12282082,,,True,True,False
Skimstone Arts,54.978039,-1.599283,NE2 1AL,E08000021,False,False,True,E08000021,Newcastle upon Tyne,06261728,MICRO ENTITY,"[""90010 - Performing arts"", ""90030 - Artistic creation"", ""90040 - Operation of arts facilities""]",http://business.data.gov.uk/id/company/06261728,,,True,True,False
